Time (s),End Effector X (mm),End Effector Y (mm),Target X (mm),Target Y (mm)
3.125,9.593,-23.275,-105.419,126.254
3.130,9.362,-23.122,-105.419,126.254
3.135,9.153,-22.935,-105.419,126.254
3.140,8.922,-22.769,-105.419,126.254
3.145,8.713,-22.582,-105.419,126.254
3.150,8.426,-22.395,-105.419,126.254
3.155,8.217,-22.228,-105.419,126.254
3.160,8.042,-22.062,-105.419,126.254
3.165,7.847,-21.854,-105.419,126.254
3.170,7.658,-21.666,-105.419,126.254
3.175,7.505,-21.485,-105.419,126.254
3.180,7.282,-21.270,-105.419,126.254
3.185,7.128,-21.090,-105.419,126.254
3.190,6.911,-20.924,-105.419,126.254
3.195,6.681,-20.757,-105.419,126.254
3.200,6.562,-20.570,-105.419,126.254
3.205,6.332,-20.403,-105.419,126.254
3.210,6.088,-20.174,-105.419,126.254
3.215,5.948,-19.994,-105.419,126.254
3.220,5.725,-19.779,-105.419,126.254
3.225,5.564,-19.612,-105.419,126.254
3.230,5.397,-19.390,-105.419,126.254
3.235,5.243,-19.181,-105.419,126.254
3.240,4.999,-18.952,-105.419,126.254
3.245,4.845,-18.744,-105.419,126.254
3.250,4.678,-18.514,-105.419,126.254
3.255,4.511,-18.264,-105.419,126.254
3.260,4.252,-18.028,-105.419,126.254
3.265,4.085,-17.820,-105.419,126.254
3.270,3.896,-17.570,-105.419,126.254
3.275,3.659,-17.313,-105.419,126.254
3.280,3.387,-17.014,-105.419,126.254
3.285,3.150,-16.723,-105.419,126.254
3.290,2.877,-16.459,-105.419,126.254
3.295,2.612,-16.105,-105.419,126.254
3.300,2.284,-15.821,-105.419,126.254
3.305,1.998,-15.473,-105.419,126.254
3.310,1.733,-15.133,-105.419,126.254
3.315,1.376,-14.765,-105.419,126.254
3.320,0.964,-14.398,-105.419,126.254
3.325,0.608,-14.051,-105.419,126.254
3.330,0.266,-13.683,-105.419,126.254
3.335,-0.083,-13.273,-105.419,126.254
3.340,-0.439,-12.892,-105.419,126.254
3.345,-0.718,-12.482,-105.419,126.254
3.350,-1.109,-12.093,-105.419,126.254
3.355,-1.375,-11.746,-105.419,126.254
3.360,-1.640,-11.378,-105.419,126.254
3.365,-1.912,-11.023,-105.419,126.254
3.370,-2.170,-10.746,-105.419,126.254
3.375,-2.443,-10.405,-105.419,126.254
3.380,-2.680,-10.065,-105.419,126.254
3.385,-3.008,-9.732,-105.419,126.254
3.390,-3.217,-9.385,-105.419,126.254
3.395,-3.482,-8.989,-105.419,126.254
3.400,-3.636,-8.585,-105.419,126.254
3.405,-3.866,-8.224,-105.419,126.254
3.410,-4.075,-7.799,-105.419,126.254
3.415,-4.270,-7.466,-105.419,126.254
3.420,-4.472,-7.146,-105.419,126.254
3.425,-4.654,-6.812,-105.419,126.254
3.430,-4.793,-6.451,-105.419,126.254
3.435,-4.946,-6.075,-105.419,126.254
3.440,-5.162,-5.713,-105.419,126.254
3.445,-5.301,-5.324,-105.419,126.254
3.450,-5.454,-4.920,-105.419,126.254
3.455,-5.607,-4.503,-105.419,126.254
3.460,-5.747,-4.127,-105.419,126.254
3.465,-5.900,-3.723,-105.419,126.254
3.470,-6.039,-3.348,-105.419,126.254
3.475,-6.178,-2.944,-105.419,126.254
3.480,-6.254,-2.526,-105.419,126.254
3.485,-6.407,-2.109,-105.419,126.254
3.490,-6.560,-1.663,-105.419,126.254
3.495,-6.713,-1.246,-105.419,126.254
3.500,-6.866,-0.801,-105.419,126.254
3.505,-6.977,-0.341,-105.419,126.254
3.510,-7.116,0.063,-105.419,126.254
3.515,-7.256,0.494,-105.419,126.254
3.520,-7.409,0.898,-105.419,126.254
3.525,-7.548,1.301,-105.419,126.254
3.530,-7.624,1.775,-105.419,126.254
3.535,-7.791,2.262,-105.419,126.254
3.540,-7.832,2.742,-105.419,126.254
3.545,-8.041,3.208,-105.419,126.254
3.550,-8.208,3.695,-105.419,126.254
3.555,-8.375,4.182,-105.419,126.254
3.560,-8.528,4.683,-105.419,126.254
3.565,-8.681,5.170,-105.419,126.254
3.570,-8.848,5.671,-105.419,126.254
3.575,-9.001,6.159,-105.419,126.254
3.580,-9.154,6.646,-105.419,126.254
3.585,-9.321,7.174,-105.419,126.254
3.590,-9.488,7.703,-105.419,126.254
3.595,-9.641,8.218,-105.419,126.254
3.600,-9.794,8.705,-105.419,126.254
3.605,-9.947,9.206,-105.419,126.254
3.610,-10.156,9.735,-105.419,126.254
3.615,-10.310,10.222,-105.419,126.254
3.620,-10.463,10.764,-105.419,126.254
3.625,-10.616,11.293,-105.419,126.254
3.630,-10.832,11.780,-105.419,126.254
3.635,-10.985,12.281,-105.419,126.254
3.640,-11.180,12.768,-105.419,126.254
3.645,-11.319,13.310,-105.419,126.254
3.650,-11.550,13.839,-105.419,126.254
3.655,-11.703,14.381,-105.419,126.254
3.660,-11.891,14.973,-105.419,126.254
3.665,-12.121,15.543,-105.419,126.254
3.670,-12.316,16.106,-105.419,126.254
3.675,-12.588,16.676,-105.419,126.254
3.680,-12.875,17.246,-105.419,126.254
3.685,-13.126,17.837,-105.419,126.254
3.690,-13.335,18.470,-105.419,126.254
3.695,-13.530,19.082,-105.419,126.254
3.700,-13.760,19.666,-105.419,126.254
3.705,-14.075,20.221,-105.419,126.254
3.710,-14.312,20.826,-105.419,126.254
3.715,-14.626,21.417,-105.419,126.254
3.720,-14.899,21.987,-105.419,126.254
3.725,-15.024,22.613,-105.419,126.254
3.730,-15.177,23.197,-105.419,126.254
3.735,-15.470,23.851,-105.419,126.254
3.740,-15.771,24.406,-105.419,126.254
3.745,-16.085,25.052,-105.419,126.254
3.750,-16.505,25.705,-105.419,126.254
3.755,-16.861,26.323,-105.419,126.254
3.760,-17.218,26.955,-105.419,126.254
3.765,-17.574,27.601,-105.419,126.254
3.770,-17.959,28.211,-105.419,126.254
3.775,-18.323,28.843,-105.419,126.254
3.780,-18.707,29.461,-105.419,126.254
3.785,-19.050,30.114,-105.419,126.254
3.790,-19.414,30.760,-105.419,126.254
3.795,-19.644,31.385,-105.419,126.254
3.800,-19.952,32.038,-105.419,126.254
3.805,-20.400,32.690,-105.419,126.254
3.810,-20.967,33.342,-105.419,126.254
3.815,-21.499,33.979,-105.419,126.254
3.820,-21.989,34.694,-105.419,126.254
3.825,-22.479,35.388,-105.419,126.254
3.830,-22.990,36.067,-105.419,126.254
3.835,-23.389,36.761,-105.419,126.254
3.840,-23.886,37.448,-105.419,126.254
3.845,-24.404,38.127,-105.419,126.254
3.850,-24.943,38.883,-105.419,126.254
3.855,-25.483,39.563,-105.419,126.254
3.860,-26.148,40.311,-105.419,126.254
3.865,-26.835,41.031,-105.419,126.254
3.870,-27.346,41.704,-105.419,126.254
3.875,-27.956,42.404,-105.419,126.254
3.880,-28.551,43.152,-105.419,126.254
3.885,-29.049,43.811,-105.419,126.254
3.890,-29.708,44.545,-105.419,126.254
3.895,-30.409,45.223,-105.419,126.254
3.900,-31.215,45.936,-105.419,126.254
3.905,-31.846,46.628,-105.419,126.254
3.910,-32.491,47.335,-105.419,126.254
3.915,-33.122,48.034,-105.419,126.254
3.920,-33.781,48.747,-105.419,126.254
3.925,-34.601,49.481,-105.419,126.254
3.930,-35.324,50.193,-105.419,126.254
3.935,-36.088,50.913,-105.419,126.254
3.940,-36.818,51.612,-105.419,126.254
3.945,-37.631,52.345,-105.419,126.254
3.950,-38.424,53.057,-105.419,126.254
3.955,-39.266,53.797,-105.419,126.254
3.960,-40.024,54.531,-105.419,126.254
3.965,-40.915,55.271,-105.419,126.254
3.970,-41.687,56.025,-105.419,126.254
3.975,-42.620,56.827,-105.419,126.254
3.980,-43.484,57.601,-105.419,126.254
3.985,-44.263,58.383,-105.419,126.254
3.990,-45.168,59.206,-105.419,126.254
3.995,-46.081,59.988,-105.419,126.254
4.000,-46.916,60.762,-105.419,126.254
4.005,-47.878,61.564,-105.419,126.254
4.010,-48.742,62.387,-105.419,126.254
4.015,-49.732,63.210,-105.419,126.254
4.020,-50.652,64.033,-105.419,126.254
4.025,-51.481,64.835,-105.419,126.254
4.030,-52.401,65.623,-105.419,126.254
4.035,-53.398,66.446,-105.419,126.254
4.040,-54.283,67.311,-105.419,126.254
4.045,-55.176,68.092,-105.419,126.254
4.050,-56.145,68.963,-105.419,126.254
4.055,-57.045,69.744,-105.419,126.254
4.060,-57.846,70.540,-105.419,126.254
4.065,-58.760,71.370,-105.419,126.254
4.070,-59.695,72.214,-105.419,126.254
4.075,-60.573,73.023,-105.419,126.254
4.080,-61.431,73.811,-105.419,126.254
4.085,-62.338,74.613,-105.419,126.254
4.090,-63.132,75.332,-105.419,126.254
4.095,-63.941,76.121,-105.419,126.254
4.100,-64.841,76.930,-105.419,126.254
4.105,-65.636,77.753,-105.419,126.254
4.110,-66.501,78.542,-105.419,126.254
4.115,-67.303,79.338,-105.419,126.254
4.120,-68.155,80.168,-105.419,126.254
4.125,-68.964,80.977,-105.419,126.254
4.130,-69.801,81.815,-105.419,126.254
4.135,-70.582,82.666,-105.419,126.254
4.140,-71.392,83.545,-105.419,126.254
4.145,-72.237,84.424,-105.419,126.254
4.150,-73.032,85.303,-105.419,126.254
4.155,-73.814,86.189,-105.419,126.254
4.160,-74.603,87.068,-105.419,126.254
4.165,-75.378,87.989,-105.419,126.254
4.170,-76.181,88.938,-105.419,126.254
4.175,-76.815,89.866,-105.419,126.254
4.180,-77.534,90.773,-105.419,126.254
4.185,-78.190,91.681,-105.419,126.254
4.190,-78.832,92.589,-105.419,126.254
4.195,-79.600,93.551,-105.419,126.254
4.200,-80.256,94.493,-105.419,126.254
4.205,-80.905,95.387,-105.419,126.254
4.210,-81.547,96.323,-105.419,126.254
4.215,-82.148,97.216,-105.419,126.254
4.220,-82.705,98.110,-105.419,126.254
4.225,-83.369,99.004,-105.419,126.254
4.230,-84.032,99.793,-105.419,126.254
4.235,-84.590,100.625,-105.419,126.254
4.240,-85.239,101.435,-105.419,126.254
4.245,-85.874,102.225,-105.419,126.254
4.250,-86.587,103.042,-105.419,126.254
4.255,-87.222,103.873,-105.419,126.254
4.260,-87.879,104.628,-105.419,126.254
4.265,-88.493,105.397,-105.419,126.254
4.270,-89.115,106.193,-105.419,126.254
4.275,-89.672,106.886,-105.419,126.254
4.280,-90.167,107.606,-105.419,126.254
4.285,-90.781,108.320,-105.419,126.254
4.290,-91.312,109.033,-50.218,-13.603
4.295,-91.912,109.781,-50.218,-13.603
4.300,-92.280,110.398,-50.218,-13.603
4.305,-92.585,110.932,-50.218,-13.603
4.310,-92.783,111.404,-50.218,-13.603
4.315,-92.947,111.848,-50.218,-13.603
4.320,-93.124,112.257,-50.218,-13.603
4.325,-93.238,112.639,-50.218,-13.603
4.330,-93.282,112.917,-50.218,-13.603
4.335,-93.311,113.187,-50.218,-13.603
4.340,-93.354,113.430,-50.218,-13.603
4.345,-93.348,113.576,-50.218,-13.603
4.350,-93.328,113.736,-50.218,-13.603
4.355,-93.300,113.820,-50.218,-13.603
4.360,-93.258,113.931,-50.218,-13.603
4.365,-93.244,113.959,-50.218,-13.603
4.370,-93.230,114.000,-50.218,-13.603
4.375,-93.230,114.000,-50.218,-13.603
4.380,-93.230,114.000,-50.218,-13.603
4.385,-93.230,114.000,-50.218,-13.603
4.390,-93.230,114.000,-50.218,-13.603
4.395,-93.230,114.000,-50.218,-13.603
4.400,-93.230,114.000,-50.218,-13.603
4.405,-93.230,114.000,-50.218,-13.603
4.410,-93.230,114.000,-50.218,-13.603
4.415,-93.230,114.000,-50.218,-13.603
4.420,-93.230,114.000,-50.218,-13.603
4.425,-93.230,114.000,-50.218,-13.603
4.430,-93.202,114.042,-50.218,-13.603
4.435,-93.188,114.070,-50.218,-13.603
4.440,-93.147,114.195,-50.218,-13.603
4.445,-93.105,114.293,-50.218,-13.603
4.450,-93.049,114.404,-50.218,-13.603
4.455,-92.994,114.543,-50.218,-13.603
4.460,-92.938,114.668,-50.218,-13.603
4.465,-92.896,114.766,-50.218,-13.603
4.470,-92.946,114.877,-50.218,-13.603
4.475,-92.939,114.995,-50.218,-13.603
4.480,-92.975,115.106,-50.218,-13.603
4.485,-93.011,115.245,-50.218,-13.603
4.490,-93.081,115.342,-50.218,-13.603
4.495,-93.075,115.474,-50.218,-13.603
4.500,-93.061,115.516,-50.218,-13.603
4.505,-93.048,115.613,-50.218,-13.603
4.510,-93.034,115.655,-50.218,-13.603
4.515,-93.034,115.655,-50.218,-13.603
4.520,-93.020,115.696,-50.218,-13.603
4.525,-93.069,115.717,-50.218,-13.603
4.530,-93.097,115.724,-50.218,-13.603
4.535,-93.146,115.745,-50.218,-13.603
4.540,-93.196,115.751,-50.218,-13.603
4.545,-93.280,115.779,-50.218,-13.603
4.550,-93.337,115.820,-50.218,-13.603
4.555,-93.484,115.854,-50.218,-13.603
4.560,-93.569,115.896,-50.218,-13.603
4.565,-93.675,115.944,-50.218,-13.603
4.570,-93.823,115.978,-50.218,-13.603
4.575,-93.964,116.068,-50.218,-13.603
4.580,-94.154,116.144,-50.218,-13.603
4.585,-94.379,116.219,-50.218,-13.603
4.590,-94.604,116.267,-50.218,-13.603
4.595,-94.850,116.239,-50.218,-13.603
4.600,-95.117,116.175,-50.218,-13.603
4.605,-95.355,116.049,-50.218,-13.603
4.610,-95.692,115.923,-50.218,-13.603
4.615,-95.973,115.804,-50.218,-13.603
4.620,-96.247,115.699,-50.218,-13.603
4.625,-96.429,115.594,-50.218,-13.603
4.630,-96.661,115.509,-50.218,-13.603
4.635,-96.857,115.488,-50.218,-13.603
4.640,-97.096,115.446,-50.218,-13.603
4.645,-97.243,115.382,-50.218,-13.603
4.650,-97.370,115.361,-50.218,-13.603
4.655,-97.510,115.277,-50.218,-13.603
4.660,-97.601,115.277,-50.218,-13.603
4.665,-97.665,115.256,-50.218,-13.603
4.670,-97.707,115.235,-50.218,-13.603
4.675,-97.707,115.235,-50.218,-13.603
4.680,-97.707,115.235,-50.218,-13.603
4.685,-97.707,115.235,-50.218,-13.603
4.690,-97.707,115.235,-50.218,-13.603
4.695,-97.707,115.235,-50.218,-13.603
4.700,-97.707,115.235,-50.218,-13.603
4.705,-97.707,115.235,-50.218,-13.603
4.710,-97.707,115.235,-50.218,-13.603
4.715,-97.707,115.235,-50.218,-13.603
4.720,-97.707,115.235,-50.218,-13.603
4.725,-97.707,115.235,-50.218,-13.603
4.730,-97.707,115.235,-50.218,-13.603
4.735,-97.707,115.235,-50.218,-13.603
4.740,-97.721,115.193,-50.218,-13.603
4.745,-97.735,115.151,-50.218,-13.603
4.750,-97.748,115.110,-50.218,-13.603
4.755,-97.762,115.082,-50.218,-13.603
4.760,-97.804,114.998,-50.218,-13.603
4.765,-97.832,114.943,-50.218,-13.603
4.770,-97.874,114.818,-50.218,-13.603
4.775,-97.943,114.678,-50.218,-13.603
4.780,-98.013,114.525,-50.218,-13.603
4.785,-98.082,114.344,-50.218,-13.603
4.790,-98.166,114.177,-50.218,-13.603
4.795,-98.221,113.976,-50.218,-13.603
4.800,-98.319,113.753,-50.218,-13.603
4.805,-98.367,113.510,-50.218,-13.603
4.810,-98.387,113.260,-50.218,-13.603
4.815,-98.350,112.940,-50.218,-13.603
4.820,-98.194,112.635,-50.218,-13.603
4.825,-98.017,112.246,-50.218,-13.603
4.830,-97.706,111.872,-50.218,-13.603
4.835,-97.254,111.339,-50.218,-13.603
4.840,-96.788,110.854,-50.218,-13.603
4.845,-96.259,110.363,-50.218,-13.603
4.850,-95.828,109.836,-50.218,-13.603
4.855,-95.369,109.317,-50.218,-13.603
4.860,-95.001,108.804,-50.218,-13.603
4.865,-94.633,108.256,-50.218,-13.603
4.870,-94.280,107.751,-50.218,-13.603
4.875,-94.025,107.210,-50.218,-13.603
4.880,-93.636,106.641,-50.218,-13.603
4.885,-93.346,106.073,-50.218,-13.603
4.890,-93.133,105.525,-50.218,-13.603
4.895,-92.793,104.935,-50.218,-13.603
4.900,-92.538,104.352,-50.218,-13.603
4.905,-92.234,103.812,-50.218,-13.603
4.910,-91.901,103.250,-50.218,-13.603
4.915,-91.597,102.730,-50.218,-13.603
4.920,-91.300,102.231,-50.218,-13.603
4.925,-90.982,101.648,-50.218,-13.603
4.930,-90.706,101.107,-50.218,-13.603
4.935,-90.409,100.504,-50.218,-13.603
4.940,-90.069,99.852,-50.218,-13.603
4.945,-89.828,99.158,-50.218,-13.603
4.950,-89.503,98.423,-50.218,-13.603
4.955,-89.198,97.708,-50.218,-13.603
4.960,-88.893,96.973,-50.218,-13.603
4.965,-88.575,96.238,-50.218,-13.603
4.970,-88.250,95.488,-50.218,-13.603
4.975,-87.840,94.726,-50.218,-13.603
4.980,-87.563,93.955,-50.218,-13.603
4.985,-87.168,93.109,-50.218,-13.603
4.990,-86.870,92.332,-50.218,-13.603
4.995,-86.531,91.520,-50.218,-13.603
5.000,-86.121,90.674,-50.218,-13.603
5.005,-85.852,89.841,-50.218,-13.603
5.010,-85.407,89.023,-50.218,-13.603
5.015,-85.096,88.190,-50.218,-13.603
5.020,-84.742,87.350,-50.218,-13.603
5.025,-84.368,86.455,-50.218,-13.603
5.030,-84.085,85.559,-50.218,-13.603
5.035,-83.647,84.679,-50.218,-13.603
5.040,-83.301,83.797,-50.218,-13.603
5.045,-82.899,82.923,-50.218,-13.603
5.050,-82.489,82.007,-50.218,-13.603
5.055,-82.199,81.098,-50.218,-13.603
5.060,-81.734,80.168,-50.218,-13.603
5.065,-81.388,79.259,-50.218,-13.603
5.070,-81.014,78.385,-50.218,-13.603
5.075,-80.584,77.455,-50.218,-13.603
5.080,-80.294,76.587,-50.218,-13.603
5.085,-79.850,75.671,-50.218,-13.603
5.090,-79.540,74.762,-50.218,-13.603
5.095,-79.208,73.887,-50.218,-13.603
5.100,-78.792,72.936,-50.218,-13.603
5.105,-78.433,72.006,-50.218,-13.603
5.110,-78.017,71.118,-50.218,-13.603
5.115,-77.665,70.209,-50.218,-13.603
5.120,-77.368,69.299,-50.218,-13.603
5.125,-76.911,68.362,-50.218,-13.603
5.130,-76.516,67.439,-50.218,-13.603
5.135,-76.185,66.488,-50.218,-13.603
5.140,-75.777,65.558,-50.218,-13.603
5.145,-75.418,64.655,-50.218,-13.603
5.150,-75.059,63.676,-50.218,-13.603
5.155,-74.700,62.711,-50.218,-13.603
5.160,-74.327,61.698,-50.218,-13.603
5.165,-74.059,60.732,-50.218,-13.603
5.170,-73.714,59.718,-50.218,-13.603
5.175,-73.348,58.725,-50.218,-13.603
5.180,-73.004,57.739,-50.218,-13.603
5.185,-72.694,56.773,-50.218,-13.603
5.190,-72.357,55.808,-50.218,-13.603
5.195,-71.984,54.836,-50.218,-13.603
5.200,-71.724,53.933,-50.218,-13.603
5.205,-71.464,52.967,-50.218,-13.603
5.210,-71.126,52.043,-50.218,-13.603
5.215,-70.845,51.119,-50.218,-13.603
5.220,-70.557,50.153,-50.218,-13.603
5.225,-70.346,49.229,-50.218,-13.603
5.230,-70.037,48.263,-50.218,-13.603
5.235,-69.777,47.381,-50.218,-13.603
5.240,-69.475,46.381,-50.218,-13.603
5.245,-69.279,45.456,-50.218,-13.603
5.250,-69.026,44.490,-50.218,-13.603
5.255,-68.857,43.628,-50.218,-13.603
5.260,-68.647,42.731,-50.218,-13.603
5.265,-68.415,41.890,-50.218,-13.603
5.270,-68.212,40.994,-50.218,-13.603
5.275,-67.966,40.118,-50.218,-13.603
5.280,-67.728,39.277,-50.218,-13.603
5.285,-67.503,38.443,-50.218,-13.603
5.290,-67.328,37.630,-50.218,-13.603
5.295,-67.132,36.858,-50.218,-13.603
5.300,-66.879,36.017,-50.218,-13.603
5.305,-66.564,35.163,-50.218,-13.603
5.310,-66.206,34.260,-50.218,-13.603
5.315,-65.835,33.350,-50.218,-13.603
5.320,-65.386,32.405,-50.218,-13.603
5.325,-64.896,31.440,-50.218,-13.603
5.330,-64.349,30.412,-50.218,-13.603
5.335,-63.823,29.419,-50.218,-13.603
5.340,-63.368,28.384,-50.218,-13.603
5.345,-62.849,27.419,-50.218,-13.603
5.350,-62.373,26.433,-50.218,-13.603
5.355,-61.945,25.502,-50.218,-13.603
5.360,-61.574,24.578,-50.218,-13.603
5.365,-61.133,23.591,-50.218,-13.603
5.370,-60.643,22.702,-50.218,-13.603
5.375,-60.279,21.799,-50.218,-13.603
5.380,-59.838,21.000,-50.218,-13.603
5.385,-59.453,20.202,-50.218,-13.603
5.390,-59.026,19.466,-50.218,-13.603
5.395,-58.605,18.716,-50.218,-13.603
5.400,-58.178,17.979,-50.218,-13.603
5.405,-57.730,17.292,-50.218,-13.603
5.410,-57.289,16.640,-50.218,-13.603
5.415,-56.806,16.029,-50.218,-13.603
5.420,-56.301,15.419,-50.218,-13.603
5.425,-55.874,14.794,-50.218,-13.603
5.430,-55.454,14.204,-50.218,-13.603
5.435,-54.894,13.573,-50.218,-13.603
5.440,-54.376,12.921,-50.218,-13.603
5.445,-53.879,12.296,-50.218,-13.603
5.450,-53.424,11.686,-50.218,-13.603
5.455,-52.982,11.124,-50.218,-13.603
5.460,-52.422,10.576,-50.218,-13.603
5.465,-51.988,9.986,-50.218,-13.603
5.470,-51.575,9.396,78.786,111.961
5.475,-51.120,8.834,78.786,111.961
5.480,-50.637,8.391,78.786,111.961
5.485,-50.147,8.044,78.786,111.961
5.490,-49.768,7.782,78.786,111.961
5.495,-49.460,7.609,78.786,111.961
5.500,-49.061,7.451,78.786,111.961
5.505,-48.668,7.334,78.786,111.961
5.510,-48.360,7.217,78.786,111.961
5.515,-48.142,7.176,78.786,111.961
5.520,-47.890,7.108,78.786,111.961
5.525,-47.652,7.060,78.786,111.961
5.530,-47.399,7.054,78.786,111.961
5.535,-47.105,6.993,78.786,111.961
5.540,-46.867,6.945,78.786,111.961
5.545,-46.628,6.918,78.786,111.961
5.550,-46.397,6.892,78.786,111.961
5.555,-46.137,6.865,78.786,111.961
5.560,-45.920,6.824,78.786,111.961
5.565,-45.647,6.811,78.786,111.961
5.570,-45.429,6.771,78.786,111.961
5.575,-45.212,6.723,78.786,111.961
5.580,-45.016,6.703,78.786,111.961
5.585,-44.763,6.690,78.786,111.961
5.590,-44.525,6.650,78.786,111.961
5.595,-44.231,6.602,78.786,111.961
5.600,-43.915,6.590,78.786,111.961
5.605,-43.565,6.543,78.786,111.961
5.610,-43.207,6.496,78.786,111.961
5.615,-42.857,6.427,78.786,111.961
5.620,-42.429,6.381,78.786,111.961
5.625,-41.896,6.321,78.786,111.961
5.630,-41.349,6.254,78.786,111.961
5.635,-40.880,6.200,78.786,111.961
5.640,-40.214,6.120,78.786,111.961
5.645,-39.660,6.052,78.786,111.961
5.650,-39.134,5.978,78.786,111.961
5.655,-38.531,5.926,78.786,111.961
5.660,-37.943,5.866,78.786,111.961
5.665,-37.396,5.799,78.786,111.961
5.670,-36.793,5.725,78.786,111.961
5.675,-36.169,5.686,78.786,111.961
5.680,-35.524,5.592,78.786,111.961
5.685,-34.802,5.532,78.786,111.961
5.690,-34.080,5.473,78.786,111.961
5.695,-33.302,5.393,78.786,111.961
5.700,-32.524,5.300,78.786,111.961
5.705,-31.613,5.235,78.786,111.961
5.710,-30.835,5.155,78.786,111.961
5.715,-29.805,5.069,78.786,111.961
5.720,-29.013,4.990,78.786,111.961
5.725,-28.004,4.904,78.786,111.961
5.730,-27.212,4.845,78.786,111.961
5.735,-26.266,4.760,78.786,111.961
5.740,-25.354,4.715,78.786,111.961
5.745,-24.506,4.636,78.786,111.961
5.750,-23.750,4.577,78.786,111.961
5.755,-22.824,4.533,78.786,111.961
5.760,-22.033,4.474,78.786,111.961
5.765,-21.150,4.430,78.786,111.961
5.770,-20.316,4.413,78.786,111.961
5.775,-19.334,4.348,78.786,111.961
5.780,-18.508,4.346,78.786,111.961
5.785,-17.631,4.357,78.786,111.961
5.790,-16.755,4.438,78.786,111.961
5.795,-15.921,4.484,78.786,111.961
5.800,-14.989,4.566,78.786,111.961
5.805,-14.190,4.619,78.786,111.961
5.810,-13.314,4.700,78.786,111.961
5.815,-12.459,4.816,78.786,111.961
5.820,-11.583,4.918,78.786,111.961
5.825,-10.783,5.006,78.786,111.961
5.830,-9.901,5.031,78.786,111.961
5.835,-9.157,5.140,78.786,111.961
5.840,-8.344,5.228,78.786,111.961
5.845,-7.609,5.274,78.786,111.961
5.850,-6.796,5.383,78.786,111.961
5.855,-6.088,5.386,78.786,111.961
5.860,-5.492,5.431,78.786,111.961
5.865,-4.883,5.435,78.786,111.961
5.870,-4.371,5.417,78.786,111.961
5.875,-3.818,5.406,78.786,111.961
5.880,-3.194,5.409,78.786,111.961
5.885,-2.662,5.412,78.786,111.961
5.890,-2.017,5.394,78.786,111.961
5.895,-1.352,5.377,78.786,111.961
5.900,-0.630,5.381,78.786,111.961
5.905,0.105,5.378,78.786,111.961
5.910,0.771,5.396,78.786,111.961
5.915,1.373,5.399,78.786,111.961
5.920,1.962,5.388,78.786,111.961
5.925,2.396,5.398,78.786,111.961
5.930,2.908,5.393,78.786,111.961
5.935,3.531,5.418,78.786,111.961
5.940,4.000,5.406,78.786,111.961
5.945,4.624,5.431,78.786,111.961
5.950,5.191,5.413,78.786,111.961
5.955,5.668,5.478,78.786,111.961
5.960,6.025,5.487,78.786,111.961
5.965,6.459,5.497,78.786,111.961
5.970,6.929,5.485,78.786,111.961
5.975,7.419,5.509,78.786,111.961
5.980,7.965,5.519,78.786,111.961
5.985,8.568,5.536,78.786,111.961
5.990,9.037,5.539,78.786,111.961
5.995,9.584,5.549,78.786,111.961
6.000,10.144,5.573,78.786,111.961
6.005,10.655,5.611,78.786,111.961
6.010,11.160,5.620,78.786,111.961
6.015,11.741,5.624,78.786,111.961
6.020,12.357,5.648,78.786,111.961
6.025,13.072,5.680,78.786,111.961
6.030,13.856,5.698,78.786,111.961
6.035,14.571,5.751,78.786,111.961
6.040,15.341,5.797,78.786,111.961
6.045,16.070,5.850,78.786,111.961
6.050,16.882,5.911,78.786,111.961
6.055,17.653,5.992,78.786,111.961
6.060,18.402,6.052,78.786,111.961
6.065,19.047,6.181,78.786,111.961
6.070,19.803,6.297,78.786,111.961
6.075,20.658,6.448,78.786,111.961
6.080,21.492,6.627,78.786,111.961
6.085,22.318,6.765,78.786,111.961
6.090,23.341,6.924,78.786,111.961
6.095,24.280,7.083,78.786,111.961
6.100,25.302,7.305,78.786,111.961
6.105,26.192,7.554,78.786,111.961
6.110,27.054,7.776,78.786,111.961
6.115,27.860,8.010,78.786,111.961
6.120,28.610,8.280,78.786,111.961
6.125,29.563,8.551,78.786,111.961
6.130,30.438,8.814,78.786,111.961
6.135,31.370,9.098,78.786,111.961
6.140,32.372,9.341,78.786,111.961
6.145,33.324,9.535,78.786,111.961
6.150,34.298,9.730,78.786,111.961
6.155,35.173,9.874,78.786,111.961
6.160,36.182,10.104,78.786,111.961
6.165,37.107,10.332,78.786,111.961
6.170,38.025,10.680,78.786,111.961
6.175,39.026,11.000,78.786,111.961
6.180,39.986,11.285,78.786,111.961
6.185,40.918,11.618,78.786,111.961
6.190,41.542,11.978,78.786,111.961
6.195,42.383,12.311,78.786,111.961
6.200,43.195,12.581,78.786,111.961
6.205,44.176,12.901,78.786,111.961
6.210,45.220,13.312,78.786,111.961
6.215,46.187,13.674,78.786,111.961
6.220,47.097,14.049,78.786,111.961
6.225,48.036,14.460,78.786,111.961
6.230,48.891,14.856,78.786,111.961
6.235,49.816,15.196,78.786,111.961
6.240,50.824,15.538,78.786,111.961
6.245,51.756,15.948,78.786,111.961
6.250,52.751,16.317,78.786,111.961
6.255,53.696,16.721,78.786,111.961
6.260,54.691,17.104,78.786,111.961
6.265,55.714,17.592,78.786,111.961
6.270,56.569,17.988,78.786,111.961
6.275,57.437,18.364,78.786,111.961
6.280,58.334,18.837,78.786,111.961
6.285,59.322,19.353,78.786,111.961
